Verbo(nselect:0) 	 	 {record, register}(nselect:1)
{change, alter, modify}(nselect:7) 	 	 {suspend}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {sober}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {reconstruct}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {increase}(nselect:0)
{increase}(nselect:0) 	 	 {extend, stretch}(nselect:0)
{increase}(nselect:0) 	 	 {augment}(nselect:0)
{increase}(nselect:0) 	 	 {build up}(nselect:0)
{increase}(nselect:0) 	 	 {up}(nselect:0)
{increase}(nselect:0) 	 	 {raise}(nselect:1)
{raise}(nselect:1) 	 	 {bump up}(nselect:0)
{increase}(nselect:0) 	 	 {blow up, enlarge, magnify}(nselect:0)
{increase}(nselect:0) 	 	 {multiply, manifold}(nselect:0)
{multiply, manifold}(nselect:0) 	 	 {triple, treble}(nselect:0)
{multiply, manifold}(nselect:0) 	 	 {quadruple}(nselect:0)
{multiply, manifold}(nselect:0) 	 	 {quintuple}(nselect:0)
{multiply, manifold}(nselect:0) 	 	 {proliferate}(nselect:0)
{multiply, manifold}(nselect:0) 	 	 {double, duplicate}(nselect:2)
{double, duplicate}(nselect:2) 	 	 {redouble}(nselect:0)
{double, duplicate}(nselect:2) 	 	 {geminate}(nselect:0)
{increase}(nselect:0) 	 	 {build up, work up, build, ramp up}(nselect:0)
{increase}(nselect:0) 	 	 {inflate, blow up, expand, amplify}(nselect:0)
{increase}(nselect:0) 	 	 {escalate, intensify, step up}(nselect:5)
{escalate, intensify, step up}(nselect:5) 	 	 {redouble}(nselect:0)
{increase}(nselect:0) 	 	 {boost}(nselect:0)
{increase}(nselect:0) 	 	 {lengthen}(nselect:0)
{lengthen}(nselect:0) 	 	 {prolong, protract, extend, draw out}(nselect:0)
{prolong, protract, extend, draw out}(nselect:0) 	 	 {extend}(nselect:0)
{prolong, protract, extend, draw out}(nselect:0) 	 	 {spin, spin out}(nselect:0)
{prolong, protract, extend, draw out}(nselect:0) 	 	 {temporize, temporise}(nselect:1)
{increase}(nselect:0) 	 	 {regenerate}(nselect:0)
{increase}(nselect:0) 	 	 {maximize, maximise}(nselect:0)
{increase}(nselect:0) 	 	 {heighten}(nselect:0)
{increase}(nselect:0) 	 	 {heighten, rise}(nselect:0)
{increase}(nselect:0) 	 	 {rev up, rev}(nselect:0)
{increase}(nselect:0) 	 	 {rev up, step up}(nselect:0)
{increase}(nselect:0) 	 	 {boost, advance, supercharge}(nselect:0)
{increase}(nselect:0) 	 	 {widen, broaden, extend}(nselect:0)
{increase}(nselect:0) 	 	 {kite}(nselect:0)
{increase}(nselect:0) 	 	 {enlarge}(nselect:1)
{enlarge}(nselect:1) 	 	 {expand}(nselect:0)
{enlarge}(nselect:1) 	 	 {ream}(nselect:0)
{enlarge}(nselect:1) 	 	 {deepen}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {ease up, ease off, let up}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {assimilate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {dissimilate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {commute, convert, exchange}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {vitalize, vitalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {unclutter, clear}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {activate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {activate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {activate, aerate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {activate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {inactivate, deactivate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {deaden, blunt}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {remodel, reconstruct, redo}(nselect:5)
{change, alter, modify}(nselect:7) 	 	 {edit, redact}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {edit, cut, edit out}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {tame, chasten, subdue}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {chasten, moderate, temper}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {better, improve, amend, ameliorate, meliorate}(nselect:3)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {relieve, alleviate, palliate, assuage}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {help, aid}(nselect:0)
{help, aid}(nselect:0) 	 	 {benefit, do good}(nselect:0)
{help, aid}(nselect:0) 	 	 {bring around, cure, heal}(nselect:1)
{bring around, cure, heal}(nselect:1) 	 	 {recuperate}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {regenerate, revitalize}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {enrich}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {build up, develop}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {turn around}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {help}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {upgrade}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {condition}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {emend}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {iron out, straighten out, put right}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {enhance}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {tinker, fiddle}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {fill}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {piece, patch}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {cobble}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {point, repoint}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {trouble-shoot, troubleshoot}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {patch, patch up}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {sole, resole}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {vamp, revamp}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {heel, reheel}(nselect:0)
{repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:1) 	 	 {darn}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {reform}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {reform}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {fancify, beautify, embellish, prettify}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {build}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {perfect, hone}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {polish, refine, fine-tune, down}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {purify, sublimate, make pure, distill}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {fructify}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {raise, lift}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {advance}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {upgrade}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:3) 	 	 {educate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {worsen, aggravate, exacerbate, exasperate}(nselect:1)
{worsen, aggravate, exacerbate, exasperate}(nselect:1) 	 	 {irritate}(nselect:0)
{worsen, aggravate, exacerbate, exasperate}(nselect:1) 	 	 {inflame}(nselect:0)
{worsen, aggravate, exacerbate, exasperate}(nselect:1) 	 	 {degrade, cheapen}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {wet}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {dry, dry out}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {lubricate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {strengthen, beef up, fortify}(nselect:1)
{strengthen, beef up, fortify}(nselect:1) 	 	 {vitalize, vitalise}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {ruggedize, ruggedise}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {substantiate}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {restrengthen}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {undergird, brace up}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {confirm}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {reinforce, reenforce}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {buttress}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {brace, steady, stabilize, stabilise}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {batten}(nselect:0)
{strengthen, beef up, fortify}(nselect:1) 	 	 {batten, batten down, secure}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {spike, lace, fortify}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {weaken}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {blunt}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {oxidize, oxidise, oxidate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {unite, unify, merge}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {age}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {ripen, mature}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {antique, antiquate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {antiquate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {develop, make grow}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {soften}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {ossify}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {acerbate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {stabilize, stabilise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {destabilize, destabilise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {sensitize, sensitise, sensify, sensibilize, sensibilise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {desensitize, desensitise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {habituate, accustom}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {disorder, disarray}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {discolor}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {color, colorize, colorise, colourise, colourize, colour, color in, colour in}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {stain}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {hue}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {uglify}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {untune}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {adjust, set, correct}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {set}(nselect:1)
{set}(nselect:1) 	 	 {pitch}(nselect:0)
{set}(nselect:1) 	 	 {keynote}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {disqualify, unfit, indispose}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {domesticate, domesticize, domesticise, reclaim, tame}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {widen}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {dehydrogenate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {hydrogenate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {oxygenize, oxygenise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {darken}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {brighten, lighten up, lighten}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {blur, blear}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {obscure, bedim, overcloud}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {obscure, blot out, obliterate, veil, hide}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {cook}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {slenderize, slenderise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {crack}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {dissolve, dismiss}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {demist, defog}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {condense, concentrate, contract}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {cool, chill, cool down}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {heat, heat up}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {warm}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {boil}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {freeze}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {blister}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {switch, change over, shift}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {transpose}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {convert, change over}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {transform}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {transform}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {transform}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {transmute}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {transform, transmute, transubstantiate}(nselect:4)
{transform, transmute, transubstantiate}(nselect:4) 	 	 {transubstantiate}(nselect:0)
{transform, transmute, transubstantiate}(nselect:4) 	 	 {sorcerize, sorcerise}(nselect:0)
{transform, transmute, transubstantiate}(nselect:4) 	 	 {stalinize, stalinise}(nselect:0)
{transform, transmute, transubstantiate}(nselect:4) 	 	 {destalinize, destalinise}(nselect:0)
{transform, transmute, transubstantiate}(nselect:4) 	 	 {work, work on, process}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {ash}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {translate, transform}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {reform, reclaim, regenerate, rectify}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {convert}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {Islamize, Islamise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {turn back, invert, reverse}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {invert}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {customize, customise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {personalize, personalise, individualize, individualise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {depersonalize, depersonalise, objectify}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {sharpen}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {flatten, drop}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {disintegrate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {magnetize, magnetise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {demagnetize, demagnetise, degauss}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {simplify}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {complicate, refine, rarify, elaborate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {refine}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {complicate, perplex}(nselect:2)
{complicate, perplex}(nselect:2) 	 	 {complexify}(nselect:0)
{complicate, perplex}(nselect:2) 	 	 {snarl, snarl up, embrangle}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {supercharge, pressurize, pressurise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {centralize, centralise, concentrate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {decentralize, deconcentrate, decentralise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {socialize, socialise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {fix, prepare, set up, ready, gear up, set}(nselect:4)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {socialize, socialise}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {provide}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {cram}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {precondition}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {fix}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {mount}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {set up, lay out, set}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {winterize, winterise}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {summerize, summerise}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {prime}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {cultivate, crop, work}(nselect:0)
{fix, prepare, set up, ready, gear up, set}(nselect:4) 	 	 {brace, poise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {internationalize, internationalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {communize, communise, bolshevize, bolshevise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {Europeanize, Europeanise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {Europeanize, Europeanise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {bestialize, bestialise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {Americanize, Americanise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {Frenchify}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {civilize, civilise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {nationalize, nationalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {denationalize, denationalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {naturalize, naturalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {denaturalize, denaturalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {naturalize, naturalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {denaturalize, denaturalise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {even, even out}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {equal, match, equalize, equalise, equate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {stiffen}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {loosen, loose}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {tighten, fasten}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {transitivize, transitivise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {detransitivize, detransitivise, intransitivize, intransitivise}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {thicken, inspissate}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {full}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {diversify}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {decelerate, slow down}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {deaden}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {accelerate, speed, speed up}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {check, retard, delay}(nselect:0)
{change, alter, modify}(nselect:7) 	 	 {decrease, lessen, minify}(nselect:0)
{decrease, lessen, minify}(nselect:0) 	 	 {suppress}(nselect:0)
{decrease, lessen, minify}(nselect:0) 	 	 {mitigate}(nselect:0)
{decrease, lessen, minify}(nselect:0) 	 	 {pare, pare down}(nselect:0)
{decrease, lessen, minify}(nselect:0) 	 	 {limit, circumscribe, confine}(nselect:0)
{decrease, lessen, minify}(nselect:0) 	 	 {reduce, boil down, concentrate}(nselect:0)
{decrease, lessen, minify}(nselect:0) 	 	 {shrink, reduce}(nselect:0)
{decrease, lessen, minify}(nselect:0) 	 	 {abridge, foreshorten, abbreviate, shorten, cut, contract, reduce}(nselect:0)
{decrease, lessen, minify}(nselect:0) 	 	 {slake, abate, slack}(nselect:0)
