root(nselect:0) 	 	 Verbo(nselect:0)
{structure, construction}(nselect:0) 	 	 {hull}(nselect:0)
{structure, construction}(nselect:0) 	 	 {jungle gym}(nselect:0)
{structure, construction}(nselect:0) 	 	 {lamination}(nselect:0)
{structure, construction}(nselect:0) 	 	 {landing, landing place}(nselect:0)
{structure, construction}(nselect:0) 	 	 {lookout, observation tower, lookout station, observatory}(nselect:0)
{structure, construction}(nselect:0) 	 	 {masonry}(nselect:0)
{structure, construction}(nselect:0) 	 	 {memorial, monument}(nselect:0)
{structure, construction}(nselect:0) 	 	 {mound, hill}(nselect:0)
{structure, construction}(nselect:0) 	 	 {obstruction, obstructor, obstructer, impediment, impedimenta}(nselect:0)
{structure, construction}(nselect:0) 	 	 {partition, divider}(nselect:0)
{structure, construction}(nselect:0) 	 	 {platform, weapons platform}(nselect:0)
{structure, construction}(nselect:0) 	 	 {porch}(nselect:0)
{structure, construction}(nselect:0) 	 	 {post and lintel}(nselect:0)
{structure, construction}(nselect:0) 	 	 {prefab}(nselect:0)
{structure, construction}(nselect:0) 	 	 {projection}(nselect:0)
{structure, construction}(nselect:0) 	 	 {public works}(nselect:0)
{structure, construction}(nselect:0) 	 	 {sail}(nselect:0)
{structure, construction}(nselect:0) 	 	 {set-back, setoff, offset}(nselect:0)
{structure, construction}(nselect:0) 	 	 {shelter}(nselect:0)
{structure, construction}(nselect:0) 	 	 {shoebox}(nselect:0)
{structure, construction}(nselect:0) 	 	 {signboard, sign}(nselect:0)
{structure, construction}(nselect:0) 	 	 {stadium, bowl, arena, sports stadium}(nselect:0)
{structure, construction}(nselect:0) 	 	 {superstructure}(nselect:0)
{structure, construction}(nselect:0) 	 	 {supporting structure}(nselect:0)
{structure, construction}(nselect:0) 	 	 {tower}(nselect:0)
{structure, construction}(nselect:0) 	 	 {transept}(nselect:0)
{structure, construction}(nselect:0) 	 	 {trestlework}(nselect:0)
{structure, construction}(nselect:0) 	 	 {vaulting}(nselect:0)
{structure, construction}(nselect:0) 	 	 {ways, shipway, slipway}(nselect:0)
{structure, construction}(nselect:0) 	 	 {wellhead}(nselect:0)
{structure, construction}(nselect:0) 	 	 {wind tunnel}(nselect:0)
{structure, construction}(nselect:0) 	 	 {honeycomb}(nselect:0)
{structure, construction}(nselect:0) 	 	 {balance, equilibrium, equipoise, counterbalance}(nselect:0)
{structure, construction}(nselect:0) 	 	 {area}(nselect:4)
{area}(nselect:4) 	 	 {aisle}(nselect:0)
{area}(nselect:4) 	 	 {auditorium}(nselect:0)
{area}(nselect:4) 	 	 {baggage claim}(nselect:0)
{area}(nselect:4) 	 	 {box}(nselect:0)
{area}(nselect:4) 	 	 {breakfast area, breakfast nook}(nselect:0)
{area}(nselect:4) 	 	 {bullpen}(nselect:0)
{area}(nselect:4) 	 	 {chancel, sanctuary, bema}(nselect:0)
{area}(nselect:4) 	 	 {choir}(nselect:0)
{area}(nselect:4) 	 	 {corner, nook}(nselect:0)
{area}(nselect:4) 	 	 {court, courtyard}(nselect:0)
{area}(nselect:4) 	 	 {dead-air space}(nselect:0)
{area}(nselect:4) 	 	 {dining area}(nselect:0)
{area}(nselect:4) 	 	 {enclosure}(nselect:0)
{area}(nselect:4) 	 	 {goalmouth}(nselect:0)
{area}(nselect:4) 	 	 {hideaway, retreat}(nselect:0)
{area}(nselect:4) 	 	 {nave}(nselect:0)
{area}(nselect:4) 	 	 {orchestra pit, pit}(nselect:0)
{area}(nselect:4) 	 	 {panopticon}(nselect:0)
{area}(nselect:4) 	 	 {patio, terrace}(nselect:0)
{area}(nselect:4) 	 	 {pit}(nselect:0)
{area}(nselect:4) 	 	 {pit}(nselect:0)
{area}(nselect:4) 	 	 {press gallery}(nselect:0)
{area}(nselect:4) 	 	 {pull-off, rest area, rest stop, layby, lay-by}(nselect:0)
{area}(nselect:4) 	 	 {quad, quadrangle}(nselect:0)
{area}(nselect:4) 	 	 {room}(nselect:0)
{area}(nselect:4) 	 	 {second balcony, family circle, upper balcony, peanut gallery}(nselect:0)
{area}(nselect:4) 	 	 {storage space}(nselect:0)
{area}(nselect:4) 	 	 {threshing floor}(nselect:0)
{area}(nselect:4) 	 	 {turnaround}(nselect:0)
{object, physical object}(nselect:0) 	 	 {location}(nselect:0)
{location}(nselect:0) 	 	 {region}(nselect:0)
{region}(nselect:0) 	 	 {geographical area, geographic area, geographical region, geographic region}(nselect:0)
{geographical area, geographic area, geographical region, geographic region}(nselect:0) 	 	 {tract, piece of land, piece of ground, parcel of land, parcel}(nselect:0)
{tract, piece of land, piece of ground, parcel of land, parcel}(nselect:0) 	 	 {playing field, athletic field, playing area, field}(nselect:0)
{playing field, athletic field, playing area, field}(nselect:0) 	 	 {arena, scene of action}(nselect:0)
{playing field, athletic field, playing area, field}(nselect:0) 	 	 {ball field, baseball field, diamond}(nselect:0)
{playing field, athletic field, playing area, field}(nselect:0) 	 	 {football field, gridiron}(nselect:0)
{playing field, athletic field, playing area, field}(nselect:0) 	 	 {palestra, palaestra}(nselect:0)
{playing field, athletic field, playing area, field}(nselect:0) 	 	 {bowling green}(nselect:0)
{playing field, athletic field, playing area, field}(nselect:0) 	 	 {court}(nselect:4)
{court}(nselect:4) 	 	 {badminton court}(nselect:0)
{court}(nselect:4) 	 	 {basketball court}(nselect:0)
{court}(nselect:4) 	 	 {handball court}(nselect:0)
{court}(nselect:4) 	 	 {piste}(nselect:0)
{court}(nselect:4) 	 	 {squash court}(nselect:0)
{court}(nselect:4) 	 	 {tennis court}(nselect:0)
{court}(nselect:4) 	 	 {volleyball court}(nselect:0)
{region}(nselect:0) 	 	 {area, country}(nselect:0)
{area, country}(nselect:0) 	 	 {section}(nselect:0)
{section}(nselect:0) 	 	 {vicinity, locality, neighborhood, neighbourhood, neck of the woods}(nselect:0)
{vicinity, locality, neighborhood, neighbourhood, neck of the woods}(nselect:0) 	 	 {proximity}(nselect:0)
{proximity}(nselect:0) 	 	 {presence, front}(nselect:1)
{location}(nselect:0) 	 	 {point}(nselect:0)
{point}(nselect:0) 	 	 {position, place}(nselect:0)
{position, place}(nselect:0) 	 	 {wing}(nselect:0)
{position, place}(nselect:0) 	 	 {half-mast, half-staff}(nselect:0)
{position, place}(nselect:0) 	 	 {lead}(nselect:0)
{position, place}(nselect:0) 	 	 {pole position}(nselect:0)
{position, place}(nselect:0) 	 	 {polls}(nselect:0)
{position, place}(nselect:0) 	 	 {pride of place}(nselect:0)
{position, place}(nselect:0) 	 	 {anomaly}(nselect:0)
{position, place}(nselect:0) 	 	 {site, situation}(nselect:0)
{position, place}(nselect:0) 	 	 {setting}(nselect:0)
{position, place}(nselect:0) 	 	 {juxtaposition}(nselect:0)
{position, place}(nselect:0) 	 	 {lie}(nselect:0)
{position, place}(nselect:0) 	 	 {post, station}(nselect:0)
{position, place}(nselect:0) 	 	 {pitch}(nselect:0)
{position, place}(nselect:0) 	 	 {landmark}(nselect:0)
{position, place}(nselect:0) 	 	 {right}(nselect:0)
{position, place}(nselect:0) 	 	 {left}(nselect:0)
{position, place}(nselect:0) 	 	 {front}(nselect:0)
{position, place}(nselect:0) 	 	 {stand}(nselect:0)
{position, place}(nselect:0) 	 	 {station}(nselect:0)
{position, place}(nselect:0) 	 	 {vantage}(nselect:0)
{position, place}(nselect:0) 	 	 {back, rear}(nselect:3)
{physical entity}(nselect:0) 	 	 {causal agent, cause, causal agency}(nselect:0)
{causal agent, cause, causal agency}(nselect:0) 	 	 {person, individual, someone, somebody, mortal, soul}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {advocate, advocator, proponent, exponent}(nselect:0)
{advocate, advocator, proponent, exponent}(nselect:0) 	 	 {supporter, protagonist, champion, admirer, booster, friend}(nselect:0)
{supporter, protagonist, champion, admirer, booster, friend}(nselect:0) 	 	 {enthusiast, partisan, partizan}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {addict, nut, freak, junkie, junky}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {backslapper}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {balletomane}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {fanatic, fiend}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {gadgeteer}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {shutterbug}(nselect:0)
{enthusiast, partisan, partizan}(nselect:0) 	 	 {sports fan, fan, rooter}(nselect:8)
{sports fan, fan, rooter}(nselect:8) 	 	 {aficionado}(nselect:0)
{sports fan, fan, rooter}(nselect:8) 	 	 {railbird}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {contestant}(nselect:0)
{contestant}(nselect:0) 	 	 {agonist}(nselect:0)
{contestant}(nselect:0) 	 	 {athlete, jock}(nselect:0)
{contestant}(nselect:0) 	 	 {defaulter}(nselect:0)
{contestant}(nselect:0) 	 	 {entrant}(nselect:0)
{contestant}(nselect:0) 	 	 {long shot}(nselect:0)
{contestant}(nselect:0) 	 	 {loser, also-ran}(nselect:0)
{contestant}(nselect:0) 	 	 {opposition, opponent, opposite}(nselect:0)
{contestant}(nselect:0) 	 	 {outsider}(nselect:0)
{contestant}(nselect:0) 	 	 {pothunter}(nselect:0)
{contestant}(nselect:0) 	 	 {qualifier}(nselect:0)
{contestant}(nselect:0) 	 	 {rival, challenger, competitor, competition, contender}(nselect:0)
{contestant}(nselect:0) 	 	 {starter}(nselect:0)
{contestant}(nselect:0) 	 	 {winner, victor}(nselect:0)
{contestant}(nselect:0) 	 	 {withdrawer}(nselect:0)
{contestant}(nselect:0) 	 	 {player, participant}(nselect:12)
{player, participant}(nselect:12) 	 	 {ballplayer, baseball player}(nselect:0)
{player, participant}(nselect:12) 	 	 {billiard player}(nselect:0)
{player, participant}(nselect:12) 	 	 {bowler}(nselect:0)
{player, participant}(nselect:12) 	 	 {card player}(nselect:0)
{player, participant}(nselect:12) 	 	 {chess player}(nselect:0)
{player, participant}(nselect:12) 	 	 {dart player}(nselect:0)
{player, participant}(nselect:12) 	 	 {football player, footballer}(nselect:0)
{player, participant}(nselect:12) 	 	 {golfer, golf player, linksman}(nselect:0)
{player, participant}(nselect:12) 	 	 {grandmaster}(nselect:0)
{player, participant}(nselect:12) 	 	 {hockey player, ice-hockey player}(nselect:0)
{player, participant}(nselect:12) 	 	 {lacrosse player}(nselect:0)
{player, participant}(nselect:12) 	 	 {most valuable player, MVP}(nselect:0)
{player, participant}(nselect:12) 	 	 {playmaker}(nselect:0)
{player, participant}(nselect:12) 	 	 {pool player}(nselect:0)
{player, participant}(nselect:12) 	 	 {scorer}(nselect:0)
{player, participant}(nselect:12) 	 	 {seeded player, seed}(nselect:0)
{player, participant}(nselect:12) 	 	 {server}(nselect:0)
{player, participant}(nselect:12) 	 	 {shooter}(nselect:0)
{player, participant}(nselect:12) 	 	 {soccer player}(nselect:0)
{player, participant}(nselect:12) 	 	 {stringer}(nselect:0)
{player, participant}(nselect:12) 	 	 {tennis player}(nselect:0)
{player, participant}(nselect:12) 	 	 {volleyball player}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {leader}(nselect:0)
{leader}(nselect:0) 	 	 {trainer}(nselect:0)
{trainer}(nselect:0) 	 	 {animal trainer, handler}(nselect:0)
{trainer}(nselect:0) 	 	 {coach, manager, handler}(nselect:7)
{coach, manager, handler}(nselect:7) 	 	 {baseball coach, baseball manager}(nselect:0)
{coach, manager, handler}(nselect:7) 	 	 {basketball coach}(nselect:0)
{coach, manager, handler}(nselect:7) 	 	 {conditioner}(nselect:0)
{coach, manager, handler}(nselect:7) 	 	 {football coach}(nselect:0)
{coach, manager, handler}(nselect:7) 	 	 {hockey coach}(nselect:0)
{coach, manager, handler}(nselect:7) 	 	 {tennis coach}(nselect:0)
{physical entity}(nselect:0) 	 	 {matter}(nselect:0)
{matter}(nselect:0) 	 	 {substance}(nselect:0)
{substance}(nselect:0) 	 	 {chemical element, element}(nselect:0)
{chemical element, element}(nselect:0) 	 	 {metallic element, metal}(nselect:0)
{metallic element, metal}(nselect:0) 	 	 {noble metal}(nselect:0)
{noble metal}(nselect:0) 	 	 {platinum, Pt, atomic number 78}(nselect:0)
{noble metal}(nselect:0) 	 	 {silver, Ag, atomic number 47}(nselect:0)
{noble metal}(nselect:0) 	 	 {gold, Au, atomic number 79}(nselect:4)
{gold, Au, atomic number 79}(nselect:4) 	 	 {24-karat gold, pure gold}(nselect:0)
{gold, Au, atomic number 79}(nselect:4) 	 	 {gold dust}(nselect:0)
{gold, Au, atomic number 79}(nselect:4) 	 	 {green gold}(nselect:0)
{gold, Au, atomic number 79}(nselect:4) 	 	 {guinea gold}(nselect:0)

